address,balance,lifetime,tx_in,tx_out,investment_in,payment_out,investment_to_contract/tx_in,payment_from_contract/tx_out,#addresses_paying_contract,#addresses_paid_by_contract,mean_v1,sdev_v1,mean_v2,sdev_v2,paid_rate,paid_one,percentage_some_tx_in,sdev_tx_in,percentage_some_tx_out,sdev_tx_out,known_rate,owner_gets_eth_Wo_investing,owner_gets_eth_investing,owner_no_eth,target,skew_v1,skew_v2,N_maxpayment
0xaa54201cab79e4de3072ededd32ea68d8cfa2375,0.0,0,2,1,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x49d2374241a0a4b407a71d359a753fc630c5d8d4,0.0,0,3,1,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x8a630b2d1e25f1ad066feaa090f5bdb63a1451cc,0.0,0,2,1,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xdd8a7295d2ea1a9d492631b8e8e3d36ec83123db,0.10006,0,7,0,1,0,0.1429,0.0,1,0,-1.0,0.0,-0.10006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x1a95b271b0535d15fa49932daba31ba612b52946,0.0,45,8552,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8444,264.554337,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xb70bb4e21eb971d964052db7d3c81f7afbeba3eb,0.0,35,4,4,2,4,0.5,1.0,2,4,0.5,0.5,0.0,0.011078,2.0,1.0,0.1143,0.0,0.0286,0.0,0.75,1,0,0,0,0.0,-1.756484,1
0x19076Bd01E86fA3D76334e27D4b8E6789688A42d,0.0001,508,746,1,407,1,0.5456,1.0,327,1,-1.237805,0.561605,-0.0,2132.723341,0.0025,0.0,0.0197,112.505289,0.002,0.0,0.0,0,0,1,0,-2.382483,17.515226,1
0xe18c9465e6ed5cb3c58a316b990e0d17fb946eca,0.0,2,8,1,1,1,0.125,1.0,1,1,0.0,1.0,0.0,0.10006,1.0,0.0,1.0,3.0,0.5,0.0,0.0,0,0,1,0,0.0,0.0,1
0x74c2e243186fcb8c562a145c948fe9eeaf29f4c9,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x6d9aeea69207b186e67e24cc8ae05fe3ed1e0fbb,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x5ecf22fd1c54f4c01df5da427929c14a1090815f,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x64c6000e088bfe297cb7c8a1fcaf01c440153cb9,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xcb94be6f13a1182e4a4b6140cb7bf2025d28e41b,0.0,34,9781,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0294,474.813608,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x3339ec512996fcdfacae2fbe941b6820f2c4e8b2,0.0,896,16,6,2,6,0.125,1.0,1,4,0.8,1.469694,0.0,106.761435,3.0,0.0,0.0067,2.494438,0.0056,0.4,0.5,0,0,1,0,-1.735582,-1.565787,2
0x6810e776880c02933d47db1b9fc05908e5386b96,0.0,39,9098,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7436,295.077652,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x1d0dcc8d8bcafa8e8502beaeef6cbd49d3affcdc,0.1,6,822,759,759,759,0.9234,1.0,600,2,0.0,30.990257,-0.000166,10824.684341,1.0,0.0017,2.6667,182.756626,0.1667,0.0,0.5,0,0,1,0,24.404947,19.853415,758
0x851b7f3ab81bd8df354f0d7640efcd7288553419,0.317904,1284,1097,64,762,64,0.6946,1.0,5,30,-20.529412,128.433832,-0.00935,46052.109687,0.084,0.2,0.109,63.826731,0.0452,0.356692,0.0,0,0,1,0,-5.822616,-4.767007,23
0x194275eac002704c962ac8166deea023ea4fc433,0.0,379,823,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1161,20.331994,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xAef38fBFBF932D1AeF3B808Bc8fBd8Cd8E1f8BC5,0.0,1657,9273,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4442,27.265671,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x17ba01ca261a8daca30cd2b4b12c96e62cca359e,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xa4b87749b143b13f58922135a99e2d6c48dd32c2,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xec33fB8D7c781F6FeaF2Dd46D521D4F292320200,0.0,700,2000,1,1583,1,0.7915,1.0,1148,1,-1.376849,0.772585,-0.0,5195.392472,0.0006,0.0,0.0086,725.785475,0.0014,0.0,0.0,0,0,1,0,-2.751785,32.61321,1
0x607F4C5BB672230e8672085532f7e901544a7375,0.0,46,9626,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0217,121.262269,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x2EbD4D3eab859f56af37C48eB2996FA58E4bfe43,0.0,23,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x23033dc17657845d6f79f1582feb01cc774e70b6,0.0,0,4,1,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x11b2582f5ae35bf2b0fd8bbe2b40abd9f7f35457,0.0,110,3,4,1,4,0.3333,1.0,1,3,1.0,0.816497,0.0,0.00339,4.0,1.0,0.0273,0.0,0.0091,0.0,0.6667,1,0,0,0,0.0,-1.021088,2
0xea404c8d5d29195fc68bb2318bde951c994d1bb8,0.0,110,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x44671765322ff2cd5b21223280bbcef9d092f430,0.0,105,3,4,1,4,0.3333,1.0,1,3,1.0,0.816497,0.0,0.002712,4.0,1.0,0.0286,0.0,0.0095,0.0,0.6667,1,0,0,0,0.0,-1.021088,2
0xe23975b19a40353cd7046e334470552e7904a3d4,0.0,120,5,4,3,4,0.6,1.0,3,3,0.2,1.16619,0.0,0.012781,1.3333,0.3333,0.0333,0.433013,0.0083,0.0,0.6667,1,0,0,0,0.541387,-0.24228,2
0x33251a344484da45170bca36d4b5f7e7fa2fd3e8,0.01,1,2,0,1,0,0.5,0.0,1,0,-1.0,0.0,-0.01,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xfaf4a5fbf621b049215c19a73babd0b94fd9155f,1.81,234,7858,7837,3925,7836,0.4995,0.9999,201,203,19.26601,274.384449,-0.008916,19.098357,1.9964,1.0,0.0513,590.187235,0.0342,450.840032,0.9901,0,1,0,0,14.247788,-1.736187,3919
0xc5E0671844fBfCB9A91c53ABaee8FE6ED20F3Aab,0.0,0,2,1,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x5ae202fc4cfc0541e5ac479732847f8705d53d71,0.0,13,43,2,12,2,0.2791,1.0,3,1,-3.333333,3.299832,0.0,0.324037,0.1667,0.3333,0.4615,5.145116,0.1538,0.0,1.0,0,0,1,0,-1.732051,1.457863,2
0xeb31c53605b2294fA5476326641d4A78Ef2394aB,0.0,69,3,1,1,1,0.3333,1.0,1,1,0.0,1.0,0.0,0.01,1.0,0.0,0.029,0.5,0.0145,0.0,1.0,1,0,0,0,0.0,0.0,1
0x20d4d553491be14e341bb155f615a2bdf295756b,0.0,0,9,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x3cd4351f3c962f871024efef2922ae39896e4761,0.0,19,693,690,690,690,0.9957,1.0,541,1,0.0,29.674619,0.0,480.216136,1.0,0.0,1.0526,36.400927,1.0,36.59602,0.0,0,0,1,0,23.259084,22.738806,690
0xc2921ea1c150405ef952f73952f37fa2746168d8,0.0,127,22,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0551,2.294625,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xd1dd24d4bcba675ee2c2d7ed841a2d63ed9654a2,0.0,8,11,2,1,1,0.0909,0.5,1,1,0.0,1.0,0.0,0.00244,1.0,0.0,0.375,2.494438,0.25,0.0,1.0,1,0,0,0,0.0,0.0,1
0x0af5f9a338870073707939b39a0ea3ebc0bad00b,0.0,105,16,5,3,5,0.1875,1.0,1,3,0.666667,2.054805,0.0,5.856689,1.6667,1.0,0.0857,0.785674,0.0381,0.433013,0.3333,0,1,0,0,-0.585583,-0.031366,3
0x600e18779b6aC789b95a12C30b5863E842F4ae1d,0.0,1405,1443,1430,10,1430,0.0069,1.0,1,327,4.329268,2.206171,-0.0,42.409333,143.0,0.0,0.0071,100.813739,0.0064,94.138721,0.0061,1,0,0,0,-1.353345,-10.94146,7
0x30e18f4fcc310b55f86e73ce913e348c21bb75ef,0.0,4,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x01be2862387d46ef9a7c2145ee74961d62aa4154,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x43bf02d311f807af775eb6ef78d48b84a13015c0,0.0,0,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x385e2d42c36b933f220fd99d3ec5d5e6480ad626,0.0,0,6,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xEdcE883162179D4eD5Eb9BB2e7dccF494d75B3a0,0.0,27,10000,10000,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407,292.0981,0.7407,292.381429,0.0,0,0,1,0,0.0,0.0,0
0xc5c49c5f57d9f1635dde956c6858146717879600,0.0,71,244,130,100,130,0.4098,1.0,24,20,1.153846,11.210202,-0.0,0.79448,1.3,0.75,0.9859,3.223764,0.9718,1.210297,0.9,0,1,0,0,3.645116,0.548468,51
0x47d822fcf7d242d4e6f22ab70b63fabab36922c4,0.0,4,25,8,5,8,0.2,1.0,2,4,0.6,2.059126,0.0,0.011025,1.6,0.5,0.75,8.993825,0.75,2.357023,0.25,0,1,0,0,-1.032659,1.214911,3
0xb57d88c2f70150cb688da7b1d749f1b1b4d72f4c,0.0,0,16,13,13,13,0.8125,1.0,10,1,0.0,4.199567,0.0,20.882472,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.0381,1.887545,13
0x30b7779345f5e60e2ed2fe5ffdea218f097c0a50,0.0,57,7,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351,2.5,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x889c852d8ecb09608d39c5e3d15cbef8bada285b,0.0,0,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xbc9ccc8a46d424de38b2e4df5f4a5001321c5d4c,0.0,21,4640,683,3035,683,0.6541,1.0,24,26,-78.4,115.103895,0.0,0.190493,0.225,0.8333,0.9524,215.445353,0.9048,32.200807,0.7692,0,0,1,0,-1.789945,-0.102877,129
0x7f37472ee88062acc82f14ccfe6e7bf5f469dd05,0.0,3,17,3,3,2,0.1765,0.6667,1,1,-1.0,0.0,0.0,0.0,0.6667,1.0,1.0,3.399346,0.6667,0.5,1.0,0,1,0,0,0.0,0.0,2
0x8702b8d7a1eefec7e54636e26a9323dc96a8dc25,0.0,818,190,188,188,188,0.9895,1.0,5,1,0.0,97.23511,0.0,263.775373,1.0,0.0,0.1271,2.588593,0.1271,2.587235,0.0,0,0,1,0,0.918012,1.023623,188
0x9bc67b5fb7359db0596e7282748ea10f222459f3,7.394181,81,50,5,11,5,0.22,1.0,8,2,-0.6,1.8,-0.739418,4110.877919,0.4545,0.0,0.2099,3.316103,0.0617,0.0,0.5,0,0,1,0,1.71778,-0.433912,4
0xc8e3aa7718cf72f927b845d834be0b93c66b34e1,0.0,4,220,1,219,1,0.9955,1.0,164,1,-1.321212,1.008977,-0.0,821.651187,0.0046,0.0,0.75,65.697962,0.25,0.0,0.0,0,0,1,0,-6.035905,10.803511,1
0x54ecaa340423c1e2c237a6d67b1ee79f8934a0c1,0.0,94,5,4,3,4,0.6,1.0,3,3,0.2,1.16619,0.0,0.00426,1.3333,0.3333,0.0532,0.0,0.0106,0.0,0.6667,1,0,0,0,0.541387,-0.242357,2
0xfd13d75f8d0c4fe4e9b20b769f006a21fc3004f1,0.05,11,38,11,14,11,0.3684,1.0,2,10,-0.272727,4.024717,-0.004545,20.676848,0.7857,0.5,0.3636,5.678908,0.1818,4.5,0.1,0,0,1,0,-3.316625,-1.982786,2
0xbeefbeef03c7e5a1c29e0aa675f8e16aee0a5fad,0.0,1574,57,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.930547,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xed7da010027967365e0a7c370c1dde2f9fe4477f,3.3391,1511,34,11,9,11,0.2647,1.0,8,3,0.25,2.680951,-0.417388,6.747497,1.2222,0.375,0.0099,1.878534,0.0053,0.695971,1.0,0,0,1,0,2.336189,-0.281892,8
0x0587eB954974000cc6588dE6702B3BeaeB0215f4,0.0,26,25,3,13,3,0.52,1.0,8,1,-1.111111,1.594744,0.0,2.153027,0.2308,0.0,0.4231,1.212879,0.0769,0.5,1.0,1,0,0,0,2.013844,0.291292,3
0x8E9dD6C58165aC8e2AA6E7dA3D39743e60003c57,0.0,5,5,2,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.942809,0.4,0.0,0.0,0,0,1,0,0.0,0.0,0
0xa657491c1e7f16adb39b9b60e87bbb8d93988bc3,0.0,189,9,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212,1.63936,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x9de39120405faf790cc851d3da68a49eb8716564,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x25690aa07c4b1de261523380897f374d90a19f02,0.0,0,4,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x34912f042fb126fb9ea2a72ed1116a8d33d12487,0.0,102,21,8,4,8,0.1905,1.0,3,6,0.5,1.224745,0.0,388.198748,2.0,0.3333,0.0588,1.5,0.0588,0.471405,0.1667,0,0,1,0,-1.272938,-1.682882,2
0xcaffa1d66eae19887319ab9aeca5bd9aeb9d2dde,0.004902,1,7,1,3,1,0.4286,1.0,2,1,-1.0,0.0,-0.002451,19.997549,0.3333,0.5,2.0,2.5,1.0,0.0,1.0,0,0,1,0,0.0,0.0,1
0x60e112d4e585bba817dc513bf9a03cd9b5a46fc9,0.0,0,4,2,1,2,0.25,1.0,1,2,0.5,0.5,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,1
0x61f9d1ce56ac1623fed4e949d7d420251fef0896,0.0,50,49,20,4,20,0.0816,1.0,2,9,1.454545,1.924183,0.0,1712.728061,5.0,0.0,0.1,7.222188,0.08,0.0,0.2222,0,0,1,0,-0.766869,-2.325741,4
0xde769a44d090c056e7f08436bbd422d0e4d45317,0.0,0,5,1,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x58ecb02f4c47ef2e24d640cbd9a6edf658543c8e,0.0,76,3,4,1,4,0.3333,1.0,1,3,1.0,0.816497,0.0,0.00339,4.0,1.0,0.0263,0.5,0.0132,0.0,0.6667,1,0,0,0,0.0,-1.021088,2
0x7ed58877581d07bb4238a8b4d341e54c609b73c2,6.3e-05,287,141,66,66,66,0.4681,1.0,63,2,0.0,7.136041,-1e-06,0.073029,1.0,0.0,0.1324,4.919927,0.1115,2.384029,0.0,0,0,1,0,7.650939,7.66202,56
0x7b65b5b95391d6b3d77031a889279376e27572d5,0.0,104,39,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1923,1.657558,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x6eda6ca69d86d3207e3c26570f001309ec2f64f2,0.0,0,21,1,17,1,0.8095,1.0,15,1,-1.0,0.612372,0.0,195.240044,0.0588,0.0,1.0,0.0,1.0,0.0,1.0,1,0,0,0,1.807016,3.288665,1
0xdfebb8b365c0032d53606873427327c243499ba4,0.0,117,3,4,1,4,0.3333,1.0,1,3,1.0,0.816497,0.0,0.001695,4.0,1.0,0.0256,0.0,0.0085,0.0,0.6667,1,0,0,0,0.0,-1.021088,2
0x7da09eebb6ee366b1b36a34623c9739fa790e02f,0.0,167,4,4,2,4,0.5,1.0,2,3,0.5,1.118034,0.0,0.007481,2.0,0.5,0.024,0.0,0.006,0.0,0.6667,1,0,0,0,0.0,-1.126818,2
0x61064912b20c0cc0af50384c0f17f148f4857f96,0.0,148,3,4,1,4,0.3333,1.0,1,3,1.0,0.816497,0.0,0.005084,4.0,1.0,0.0203,0.0,0.0068,0.0,0.6667,1,0,0,0,0.0,-1.021229,2
0x64873079799dbc8bc0aa14e173037545941c8b5a,0.011,5,2,0,1,0,0.5,0.0,1,0,-1.0,0.0,-0.011,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xbfb3dbbfa6e5ebc69ac80773b82f38d2ac44dc7c,0.0,131,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x8657845bf8736ac9eaaa0070f9cfedd49a4c4ac1,0.0,67,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x06ba669680584b8bf8be2df362cfcf10a7430085,0.0,1,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xb73318bac9132d14118c8e9f51b1f85cb897a9fe,0.005,6,2,0,1,0,0.5,0.0,1,0,-1.0,0.0,-0.005,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x215484d6c8b11a2063b7437bfaafccc8989b6bc9,0.0,134,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x92ef4e3ecd5ffd99cf6a310c26d5597df27ca89c,0.0,78,3,4,1,4,0.3333,1.0,1,3,1.0,0.816497,0.0,0.000678,4.0,1.0,0.0385,0.0,0.0128,0.0,0.6667,1,0,0,0,0.0,-1.021088,2
0x6a263a89b21a0c395a53220951f366234a19c497,0.0,15,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,0.5,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x0bd6e76d1262b9e8ac056eca3f695167efbdd297,0.0,2,6,2,2,2,0.3333,1.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0,1,0,0,0.0,0.0,2
0x0bd78821368ca2d679e2d3a792b194465b3d0c28,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x8c1a31a6e954f989a06fcee1067d426d70891ce9,0.0,1,22,21,21,21,0.9545,1.0,19,19,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0,1,0,0,0.0,0.0,2
0xcced5b8288086be8c38e23567e684c3740be4d48,0.0,1408,4488,200,113,200,0.0252,1.0,75,64,1.144737,12.934759,-0.0,306.343049,1.7699,0.84,0.3153,43.542431,0.0135,25.495858,1.0,0,0,1,0,8.678374,7.746138,113
0x69644dad199c1973ae660ddbd86bfec1109c06a7,0.006011,1,7,0,6,0,0.8571,0.0,3,0,-2.0,1.414214,-0.002004,0.0005,0.0,0.0,2.0,1.5,0.0,0.0,0.0,0,0,1,0,-1.732051,1.661151,0
0xcafe1a77e84698c83ca8931f54a755176ef75f2c,29078.319136,1672,799,130,33,130,0.0413,1.0,24,52,1.385714,3.84445,-415.404559,35675.084201,3.9394,0.25,0.1274,4.913244,0.0592,0.645833,0.0769,0,1,0,0,4.534767,-6.511215,26
0x83b5c924b74e0dc12386fa110c28faa1efedb07b,0.0,33,23,4,5,4,0.2174,1.0,5,1,-0.166667,1.86339,0.0,1.162056,0.8,0.0,0.1515,4.758151,0.0606,1.0,1.0,1,0,0,0,2.44949,1.940494,4
0xcf965cfe7c30323e9c9e41d4e398e2167506f764,0.0,0,603,602,602,602,0.9983,1.0,441,1,0.0,28.959404,0.0,12078.077755,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,20.331096,19.267531,602
0xbd26b72fb6cbe250178a0e37fab067781a051550,0.0,1,23,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x5ccbba98869018d8f1f87402dc78fef763c85b89,0.0,12,4,1,2,1,0.5,1.0,2,1,-0.5,0.5,0.0,0.03,0.5,0.5,0.1667,1.0,0.0833,0.0,1.0,0,0,1,0,0.0,0.0,1
0xa8855be2f7142f1485a958ca4135a7ee2752c732,0.0,0,4,3,3,3,0.75,1.0,1,1,0.0,3.0,0.0,0.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,0.0,0.0,3
0x73f0608566464c09bb0edb156c22cb781c9c4484,0.0,0,80,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xDf2b47C4A9B735502E41eC6fE386A6B9eaD7d38B,0.0,13,5,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x9A3B82b780f451Cf3dA24B9b7f7ebcE13f510745,0.0,1,8,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x39355fed5ed00b153a56798daa45876124c11984,0.0,79,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x433d84a1c0b650eac4fc1fb570798cf655ce24c0,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x7bF4BA18cdfBD4286dC7e93497BFA62B3d6Ec739,1e-05,0,2,0,1,0,0.5,0.0,1,0,-1.0,0.0,-1e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x5c508f6bdcde0c809a28fa58e61e280500da4677,0.0,0,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x954De93D9f1Cd1e2e3AE5964F614CDcc821Fac64,0.0,917,17,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142,0.461538,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x2ee3a8e1ed7082a19737f9bf8fa0e6e3da7e85a3,0.0,13,3,1,1,1,0.3333,1.0,1,1,0.0,1.0,0.0,315.88565,1.0,0.0,0.2308,0.0,0.0769,0.0,0.0,0,0,1,0,0.0,0.0,1
0xb609e144464e105d717088ea183834bc477bed91,0.0,1,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xe8baf9df0ded92c5f28aab97f13936e7716a4a5b,0.044616,86,1132,28,1046,28,0.924,1.0,5,9,-78.307692,199.549255,-0.003432,3749.547774,0.0268,0.2,0.5465,30.306119,0.1395,1.885618,0.2222,0,0,1,0,-2.668849,-1.871873,10
0x4e7c5ae901c0d34a45ba83ba2ba2c2b9e5247625,0.0,1039,485,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,9.787133,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x1d6671bad68e2ac15f72502f8a6c3bab42ccafd6,0.0,0,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xef76eea079039a9e702e83cdb5427cc77265ec78,0.0,0,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0xd8a5b0d3cb3b00113a0cd96856926dc555d9e752,0.524904,704,90,43,44,43,0.4889,1.0,32,5,-0.028571,5.521313,-0.014997,0.038001,0.9773,0.0625,0.0455,1.285435,0.044,0.703788,0.4,0,1,0,0,4.962515,2.88019,30
0x7b937131b8d1761fc0722b632517ff46e5349496,0.0,2,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
0x361adf7ac4dff1ef44a240050136ba3d2805ef1c,0.0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0
